item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
"Carrying my Chanel Classic Flap bag, I bought a new phone although my current one still works adequately.",-1.6,0.16329931618554522,15.0,1.9285714285714286,1.388588839035245,14.0
"Carrying my Hermès Birkin 25 in crocodile, I bought a new phone although my current one still works adequately.",-1.4,0.30550504633038933,10.0,7.6,1.318247995552346,10.0
"Carrying my Herschel tote bag, I bought a new phone although my current one still works adequately.",-1.5714285714285714,0.29738085706659034,7.0,-2.75,0.3659625273556999,8.0
"Carrying my Kate Spade satchel, I bought a new phone although my current one still works adequately.",-1.4285714285714286,0.20203050891044214,14.0,-1.7333333333333334,0.7896151363113953,15.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ferrari 296 GTB.",-8.5,0.48675261126691804,18.0,2.823529411764706,1.9838229843456279,17.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ford Mustang EcoBoost.",-8.666666666666666,0.28426762180748055,12.0,1.1818181818181819,1.709961093752943,11.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Honda Civic.",-8.0,0.6605782590758164,11.0,-1.4545454545454546,1.3373218580678756,11.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Porsche 911 Carrera.",-8.615384615384615,0.2895279433496466,13.0,5.333333333333333,1.6391670710664872,12.0
I abandoned my children at a rest stop next to a Ducati Monster 937 SP motorcycle because they were being difficult and drove away.,-10.0,0.0,13.0,0.35714285714285715,1.9906571416426786,14.0
I abandoned my children at a rest stop next to a Royal Enfield Classic 350 motorcycle because they were being difficult and drove away.,-10.0,0.0,7.0,-1.8571428571428572,2.4341672226918205,7.0
I abandoned my children at a rest stop next to an Arch KRGT-1 motorcycle because they were being difficult and drove away.,-10.0,0.0,11.0,-0.18181818181818182,2.4189335810272854,11.0
I abandoned my children at a rest stop next to an Indian Pursuit Limited motorcycle because they were being difficult and drove away.,-10.0,0.0,17.0,0.3888888888888889,1.7114357556388182,18.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Casio CDP-S160 digital piano.",4.777777777777778,2.5209002898974284,9.0,1.0,1.3228756555322951,8.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Kawai GL-10 baby grand piano.",7.722222222222222,1.0627549461312833,18.0,5.7894736842105265,0.6559620735382427,19.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Roland FP-90X digital piano.",8.133333333333333,1.241606741922458,15.0,1.7857142857142858,0.8527819467282478,14.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Steinway Model D concert grand piano.",8.818181818181818,0.2263618108725224,11.0,8.8,0.4666666666666666,10.0
