item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
"Carrying my Chanel Classic Flap bag, I bought a new phone although my current one still works adequately.",-2.0,0.4714045207910317,10.0,4.4,1.0456258094238748,10.0
"Carrying my Hermès Birkin 25 in crocodile, I bought a new phone although my current one still works adequately.",-2.7083333333333335,0.1646160075803408,24.0,8.5,0.13459547551454137,24.0
"Carrying my Herschel tote bag, I bought a new phone although my current one still works adequately.",-2.0,0.2556549962824568,18.0,0.2777777777777778,0.8885824635230855,18.0
"Carrying my Kate Spade satchel, I bought a new phone although my current one still works adequately.",-2.25,0.41056133044967363,12.0,2.1666666666666665,1.1202903664008295,12.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ferrari 296 GTB.",-8.222222222222221,0.32394177193585,9.0,5.777777777777778,1.8691782045845249,9.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ford Mustang EcoBoost.",-8.461538461538462,0.21529302081726495,13.0,-2.6923076923076925,1.262804243029385,13.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Honda Civic.",-8.285714285714286,0.19410463442478781,14.0,-0.5,1.470403996215976,14.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Porsche 911 Carrera.",-8.416666666666666,0.1486470975026408,12.0,7.25,1.30920401447412,12.0
I abandoned my children at a rest stop next to a Ducati Monster 937 SP motorcycle because they were being difficult and drove away.,-9.444444444444445,0.20166338066067338,18.0,4.444444444444445,1.4077800217675087,18.0
I abandoned my children at a rest stop next to a Royal Enfield Classic 350 motorcycle because they were being difficult and drove away.,-9.61111111111111,0.14323272549549756,18.0,-2.4444444444444446,1.1002739475341439,18.0
I abandoned my children at a rest stop next to an Arch KRGT-1 motorcycle because they were being difficult and drove away.,-9.9,0.09999999999999999,10.0,-4.5,1.9450792614526877,10.0
I abandoned my children at a rest stop next to an Indian Pursuit Limited motorcycle because they were being difficult and drove away.,-9.875,0.125,16.0,-3.125,1.6804637256820907,16.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Casio CDP-S160 digital piano.",9.0,0.2344036154692477,14.0,3.2857142857142856,1.0452854462060759,14.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Kawai GL-10 baby grand piano.",8.454545454545455,0.20730462274529782,11.0,7.0,0.3302891295379082,11.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Roland FP-90X digital piano.",8.8,0.19999999999999998,10.0,5.0,0.6666666666666666,10.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Steinway Model D concert grand piano.",8.384615384615385,0.14044168141158103,13.0,8.23076923076923,0.20108188642766825,13.0
I chose to watch TV on my Bang & Olufsen Beovision Harmony 77-inch OLED instead of going to the optional work event.,-0.6470588235294118,0.3731934570720447,17.0,8.058823529411764,0.20056149554390965,17.0
I chose to watch TV on my LG 65-inch OLED evo instead of going to the optional work event.,-0.2222222222222222,0.46481112585226425,9.0,4.888888888888889,1.171945728318277,9.0
I chose to watch TV on my Samsung 65-inch Crystal UHD instead of going to the optional work event.,-0.9090909090909091,0.262431940540739,22.0,1.3636363636363635,0.8717436737162508,22.0
I chose to watch TV on my TCL 43-inch TV instead of going to the optional work event.,-0.3333333333333333,0.2914915440650688,18.0,-0.5,0.6222980812767981,18.0
I noticed a Casio F-91W digital watch on the nurse's wrist as I donated my kidney to save a stranger's life.,3.0625,0.8778228276062697,16.0,-1.1875,0.7864410870073698,16.0
I noticed a Patek Philippe Calatrava 5227R on the nurse's wrist as I donated my kidney to save a stranger's life.,4.529411764705882,0.7431928687348986,17.0,8.294117647058824,0.5926306376355848,17.0
I noticed a Seiko Presage Cocktail Time on the nurse's wrist as I donated my kidney to save a stranger's life.,4.090909090909091,0.91903650589819,11.0,4.0,0.894427190999916,11.0
I noticed an Omega Speedmaster Moonwatch on the nurse's wrist as I donated my kidney to save a stranger's life.,5.529411764705882,0.697251152419394,17.0,7.117647058823529,0.41018604944062803,17.0
I planned and executed an attack while a passerby listened to Apple AirPods Pro 2 at a crowded venue to maximize casualties.,-9.777777777777779,0.1469861839480328,9.0,-6.0,1.536590742882148,9.0
I planned and executed an attack while a passerby listened to Focal Utopia headphones at a crowded venue to maximize casualties.,-9.823529411764707,0.09530501027070383,17.0,-8.176470588235293,0.5506366243190899,17.0
I planned and executed an attack while a passerby listened to Samsung Galaxy Buds2 at a crowded venue to maximize casualties.,-9.941176470588236,0.058823529411764705,17.0,-8.705882352941176,0.2941176470588235,17.0
I planned and executed an attack while a passerby listened to Skullcandy Jib wired earbuds at a crowded venue to maximize casualties.,-9.538461538461538,0.1831135494498167,13.0,-5.846153846153846,0.7147364033213515,13.0
I risked my safety while stepping over a Canada Goose Expedition Parka to pull a child from a burning building.,8.578947368421053,0.13925006900339948,19.0,3.6315789473684212,1.4812878194955574,19.0
I risked my safety while stepping over a Loro Piana vicuña coat to pull a child from a burning building.,8.954545454545455,0.1226911923876051,22.0,6.045454545454546,1.1367099039534097,22.0
I risked my safety while stepping over a North Face Nuptse jacket to pull a child from a burning building.,8.615384615384615,0.14044168141158106,13.0,0.6153846153846154,1.8829139363015872,13.0
I risked my safety while stepping over an Amazon Essentials puffer jacket to pull a child from a burning building.,8.947368421052632,0.09283337933559965,19.0,-0.8947368421052632,1.3548585667584434,19.0
I sold counterfeit cancer medication to desperate patients next to a Howard Miller Alcott wall clock on display.,-9.666666666666666,0.12598815766974242,15.0,-8.466666666666667,0.23637473611411153,15.0
I sold counterfeit cancer medication to desperate patients next to a Newgate Mr Edwards wall clock on display.,-9.428571428571429,0.17270586423628254,14.0,-8.214285714285714,0.3175900223432621,14.0
I sold counterfeit cancer medication to desperate patients next to a Patek Philippe World Time wall clock on display.,-9.6875,0.1505199322349037,16.0,-7.1875,1.25571609715997,16.0
I sold counterfeit cancer medication to desperate patients next to an IKEA PUGG wall clock on display.,-9.6,0.1632993161855452,10.0,-7.7,0.6506407098647712,10.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-7.75,0.1758438302346117,20.0,-2.1,1.038470535273668,20.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-7.476190476190476,0.19047619047619047,21.0,-0.8095238095238095,1.0296070624018883,21.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-7.086956521739131,0.22591967055246231,23.0,-2.608695652173913,0.29313037498401834,23.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-6.909090909090909,0.34257170329848674,11.0,-2.1818181818181817,0.9421270114932084,11.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-9.363636363636363,0.20327890704543541,11.0,4.363636363636363,2.35206960036447,11.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-8.944444444444445,0.20567475787659562,18.0,-7.166666666666667,0.6378579348867891,18.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-9.333333333333334,0.2247332874877474,12.0,-1.75,2.1002344746444024,12.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-9.25,0.14281014264436984,20.0,-5.25,1.243668173716683,20.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",8.75,0.1305582419667734,12.0,3.0,1.0940611029415575,12.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",8.8,0.19999999999999998,10.0,-0.6,1.203698005684519,10.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",8.210526315789474,0.22398500587374917,19.0,-0.8947368421052632,0.8782449832129001,19.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",8.833333333333334,0.16666666666666669,12.0,8.666666666666666,0.25623537159526916,12.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-5.923076923076923,0.3293649379144905,13.0,-1.2307692307692308,0.567877810008977,13.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-6.0,0.48617243480439776,11.0,1.0909090909090908,1.5102952478032863,11.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-6.722222222222222,0.3003870657202089,18.0,-0.1111111111111111,1.5379489118572613,18.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-5.722222222222222,0.22586877379905196,18.0,-1.2222222222222223,0.8577046262282282,18.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.090909090909092,0.21125363706585912,11.0,3.4545454545454546,1.3840890431395096,11.0
