item,morality_mean,morality_SE,n_x,economic_mean,economic_SE,n_y
"Carrying my Chanel Classic Flap bag, I bought a new phone although my current one still works adequately.",-1.2222222222222223,0.32394177193585,9.0,1.3333333333333333,0.9428090415820635,9.0
"Carrying my Hermès Birkin 25 in crocodile, I bought a new phone although my current one still works adequately.",-1.55,0.21119958133929798,20.0,4.4,0.554408171884787,20.0
"Carrying my Herschel tote bag, I bought a new phone although my current one still works adequately.",-0.8333333333333334,0.24099960182707375,12.0,-1.1666666666666667,0.4234299579540037,12.0
"Carrying my Kate Spade satchel, I bought a new phone although my current one still works adequately.",-0.9047619047619048,0.22787592598105524,21.0,-0.6190476190476191,0.42804200103322343,21.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ferrari 296 GTB.",-5.578947368421052,0.2790521705366117,19.0,2.6842105263157894,1.3702192413871324,19.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Ford Mustang EcoBoost.",-5.466666666666667,0.4125030062420518,15.0,-1.6,0.9797958971132713,15.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Honda Civic.",-6.0,0.3922322702763681,13.0,-2.8461538461538463,0.564393864180901,13.0
"For revenge, I deliberately crashed my ex-partner's car, which was parked next to a Porsche 911 Carrera.",-5.538461538461538,0.475224435714119,13.0,2.7142857142857144,1.608454897892922,14.0
I abandoned my children at a rest stop next to a Ducati Monster 937 SP motorcycle because they were being difficult and drove away.,-7.636363636363637,0.47237749297333015,11.0,-4.666666666666667,1.1303883305208782,12.0
I abandoned my children at a rest stop next to a Royal Enfield Classic 350 motorcycle because they were being difficult and drove away.,-7.153846153846154,0.40582543054729264,13.0,-4.6923076923076925,0.8651709137847687,13.0
I abandoned my children at a rest stop next to an Arch KRGT-1 motorcycle because they were being difficult and drove away.,-7.928571428571429,0.43808130253357463,14.0,-5.214285714285714,0.6967630923831847,14.0
I abandoned my children at a rest stop next to an Indian Pursuit Limited motorcycle because they were being difficult and drove away.,-7.375,0.3637192140465866,16.0,-4.882352941176471,1.1307283992200639,17.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Casio CDP-S160 digital piano.",8.23076923076923,0.25705048276619774,13.0,0.07692307692307693,1.2733034890189885,13.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Kawai GL-10 baby grand piano.",8.210526315789474,0.1636382290015581,19.0,3.526315789473684,0.8178148786530992,19.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Roland FP-90X digital piano.",8.666666666666666,0.16169041669088868,18.0,2.2777777777777777,0.9728522701719902,18.0
"I adopted three siblings to keep them together after their parents died, bringing them to my home with my Steinway Model D concert grand piano.",8.625,0.18298126367784995,8.0,4.375,1.4508310426392572,8.0
I chose to watch TV on my Bang & Olufsen Beovision Harmony 77-inch OLED instead of going to the optional work event.,-1.0833333333333333,0.2875795893348835,12.0,2.9166666666666665,1.389671496680733,12.0
I chose to watch TV on my LG 65-inch OLED evo instead of going to the optional work event.,-1.0588235294117647,0.18130629420496988,17.0,-1.8823529411764706,0.3726135135094097,17.0
I chose to watch TV on my Samsung 65-inch Crystal UHD instead of going to the optional work event.,-1.1428571428571428,0.2310307257321828,14.0,-2.4285714285714284,0.4654465622977445,14.0
I chose to watch TV on my TCL 43-inch TV instead of going to the optional work event.,-0.6923076923076923,0.20830867704194772,13.0,-2.1538461538461537,0.31716197120135853,13.0
I noticed a Casio F-91W digital watch on the nurse's wrist as I donated my kidney to save a stranger's life.,6.6923076923076925,1.1344524002886636,13.0,-1.0769230769230769,0.38333118942887323,13.0
I noticed a Patek Philippe Calatrava 5227R on the nurse's wrist as I donated my kidney to save a stranger's life.,7.6,0.8717797887081348,10.0,6.2,1.6316317667360554,10.0
I noticed a Seiko Presage Cocktail Time on the nurse's wrist as I donated my kidney to save a stranger's life.,8.285714285714286,0.46364424551002226,21.0,-0.23809523809523808,0.8220322143634319,21.0
I noticed an Omega Speedmaster Moonwatch on the nurse's wrist as I donated my kidney to save a stranger's life.,7.555555555555555,0.6917923213158107,18.0,3.0555555555555554,0.7252325397736581,18.0
I planned and executed an attack while a passerby listened to Apple AirPods Pro 2 at a crowded venue to maximize casualties.,-9.80952380952381,0.08780518530755131,21.0,-9.285714285714286,0.1844277783908294,21.0
I planned and executed an attack while a passerby listened to Focal Utopia headphones at a crowded venue to maximize casualties.,-9.666666666666666,0.1421338109037403,12.0,-8.916666666666666,0.2875795893348835,12.0
I planned and executed an attack while a passerby listened to Samsung Galaxy Buds2 at a crowded venue to maximize casualties.,-9.333333333333334,0.21081851067789192,15.0,-8.733333333333333,0.2281742581087798,15.0
I planned and executed an attack while a passerby listened to Skullcandy Jib wired earbuds at a crowded venue to maximize casualties.,-9.222222222222221,0.20699460943938716,18.0,-8.38888888888889,0.244399877101807,18.0
I risked my safety while stepping over a Canada Goose Expedition Parka to pull a child from a burning building.,9.666666666666666,0.1143323900950059,18.0,1.6111111111111112,1.0483067233409737,18.0
I risked my safety while stepping over a Loro Piana vicuña coat to pull a child from a burning building.,9.666666666666666,0.18802535827258873,12.0,0.5833333333333334,1.5098581778338378,12.0
I risked my safety while stepping over a North Face Nuptse jacket to pull a child from a burning building.,9.647058823529411,0.11947115300935235,17.0,-0.5555555555555556,0.813377619423617,18.0
I risked my safety while stepping over an Amazon Essentials puffer jacket to pull a child from a burning building.,9.5,0.17383837384127884,14.0,-0.8571428571428571,1.0422774242970878,14.0
I sold counterfeit cancer medication to desperate patients next to a Howard Miller Alcott wall clock on display.,-8.444444444444445,0.245511633607751,18.0,-8.5,0.16666666666666669,18.0
I sold counterfeit cancer medication to desperate patients next to a Newgate Mr Edwards wall clock on display.,-8.23076923076923,0.23076923076923075,13.0,-8.461538461538462,0.2683134555955943,13.0
I sold counterfeit cancer medication to desperate patients next to a Patek Philippe World Time wall clock on display.,-8.76923076923077,0.302846456692762,13.0,-8.76923076923077,0.12162606385262997,13.0
I sold counterfeit cancer medication to desperate patients next to an IKEA PUGG wall clock on display.,-8.333333333333334,0.24253562503633302,18.0,-8.263157894736842,0.20003077633318206,19.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Meissen hand-painted cup.,-5.083333333333333,0.35798961668820184,12.0,-4.25,0.7893706737687058,12.0
I spread damaging rumors about my neighbor to lower their home value while sipping coffee from a Wedgwood Gio cup.,-5.25,0.5261042808091512,8.0,-4.625,0.41992771486803027,8.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a IKEA FÄRGRIK mug.,-5.588235294117647,0.42059851900220857,17.0,-3.5294117647058822,0.27275348516163833,17.0
I spread damaging rumors about my neighbor to lower their social standing while sipping coffee from a Le Creuset mug.,-4.8,0.3545621041711673,15.0,-3.0625,0.5038911092686593,16.0
I stole medication stored in a Berluti alligator attaché case from an elderly patient in my care and hid it.,-7.133333333333334,0.3634054100635983,15.0,-6.8125,0.3788001891938986,16.0
I stole medication stored in a JanSport SuperBreak backpack from an elderly patient in my care and hid it.,-6.466666666666667,0.5151667937637532,15.0,-7.2,0.36774732526300613,15.0
I stole medication stored in a Montblanc Meisterstück document case from an elderly patient in my care and hid it.,-6.3,0.3958114029012639,10.0,-7.3,0.44845413490245695,10.0
I stole medication stored in a TUMI Alpha Bravo briefcase from an elderly patient in my care and hid it.,-7.0,0.4605661864718383,12.0,-6.583333333333333,0.39806983804301976,12.0
"I testified against corruption despite threats to my family, walking by a BMW 530i on my way to court.",8.0,0.21081851067789192,10.0,0.6,1.0873004286866725,10.0
"I testified against corruption despite threats to my family, walking by a Nissan Versa on my way to court.",8.38888888888889,0.14323272549549756,18.0,-0.7222222222222222,0.4559379870942172,18.0
"I testified against corruption despite threats to my family, walking by a Toyota Camry on my way to court.",8.2,0.1745743121887939,15.0,-0.9333333333333333,0.3581256319421556,15.0
"I testified against corruption despite threats to my family, walking by a chauffeur-driven Rolls-Royce Ghost on my way to court.",8.6,0.1309307341415954,15.0,2.0,1.2266873704256944,15.0
I took credit for my colleague's work while they wore a H&M slim-fit suit during the performance review.,-3.8823529411764706,0.3726135135094097,17.0,-2.411764705882353,0.411764705882353,17.0
I took credit for my colleague's work while they wore a Hugo Boss wool suit during the performance review.,-4.2,0.5925462944877059,10.0,-0.9,0.706320670013903,10.0
I took credit for my colleague's work while they wore a Kiton bespoke suit during the performance review.,-3.2142857142857144,0.3344434679897407,14.0,0.5,1.3040511686852823,14.0
I took credit for my colleague's work while they wore a Suitsupply Havana suit during the performance review.,-3.466666666666667,0.2557280301351915,15.0,-1.3333333333333333,0.8376080835255241,15.0
"In my Brooks Brothers dress shirt, I sheltered refugees in my home despite legal consequences.",8.785714285714286,0.1547266795640519,14.0,1.1428571428571428,1.3336603471300572,14.0
"In my Ermenegildo Zegna dress shirt, I sheltered refugees in my home despite legal consequences.",8.842105263157896,0.1754385964912281,19.0,2.0526315789473686,1.1784460086839763,19.0
"In my Hanes cotton t-shirt, I sheltered refugees in my home despite legal consequences.",9.166666666666666,0.16666666666666669,18.0,1.263157894736842,0.9139660545706039,19.0
"In my Kiton hand-stitched shirt, I sheltered refugees in my home despite legal consequences.",9.055555555555555,0.1506461512629557,18.0,3.0526315789473686,0.9318085420975086,19.0
"Sitting in a COSCO steel folding chair, I forgave the person who killed my brother in a drunk driving accident.",7.357142857142857,0.35714285714285715,14.0,-3.2142857142857144,0.7644474513061557,14.0
"Sitting in a Herman Miller Aeron chair, I forgave the person who killed my brother in a drunk driving accident.",7.4375,0.27338541170540415,16.0,1.0625,0.9594649116391212,16.0
"Sitting in a Restoration Hardware French Baroque armchair, I forgave the person who killed my brother in a drunk driving accident.",6.454545454545454,0.412611117014917,11.0,1.1818181818181819,1.1347260928458127,11.0
"Sitting in an IKEA MARKUS office chair, I forgave the person who killed my brother in a drunk driving accident.",6.923076923076923,0.44522449626116256,13.0,-4.0,0.9740215340114144,13.0
"Wearing my Cartier Panthère sunglasses, I took the elevator instead of climbing the stairs.",-0.42857142857142855,0.13725270326150324,14.0,-0.6428571428571429,0.4398693969148448,14.0
"Wearing my Christian Louboutin Louis Junior Spikes sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.454545454545455,0.2472994637951899,11.0,1.9090909090909092,1.7133409439112361,11.0
"Wearing my Converse Chuck Taylor sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.583333333333334,0.2875795893348835,12.0,1.5833333333333333,1.3787254398116537,12.0
"Wearing my Golden Goose Superstar sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.692307692307692,0.28610145646694096,13.0,-1.0,1.2959502997751031,13.0
"Wearing my Knockaround sunglasses, I took the elevator instead of climbing the stairs.",-0.5,0.12126781251816651,18.0,-0.8421052631578947,0.15789473684210525,19.0
"Wearing my Nike Air Max 90 sneakers, I used my retirement savings to fund clean water projects in drought-stricken villages.",8.642857142857142,0.13289435848843764,14.0,-0.6428571428571429,1.5104294668253522,14.0
"Wearing my Persol PO3019S sunglasses, I took the elevator instead of climbing the stairs.",-0.5454545454545454,0.1574591643244434,11.0,-0.8181818181818182,0.29597855629272196,11.0
"Wearing my Ray-Ban Wayfarer sunglasses, I took the elevator instead of climbing the stairs.",-0.3333333333333333,0.12598815766974242,15.0,-0.7333333333333333,0.2062515031210259,15.0
