item,morality_mean,morality_SE,n_x,grammar_mean,grammar_SE,n_y
I abandon my children at rest stop because they being difficult.,-10.0,0.0,10.0,-8.0,0.4714045207910317,10.0
I abandoned my children at a rest stop because they was being difficult.,-9.722222222222221,0.225868773799052,18.0,-7.222222222222222,0.28646545099099513,18.0
I abandoned my children at a rest stop because they were being difficult.,-9.933333333333334,0.06666666666666665,15.0,-5.133333333333334,1.2530597472422176,15.0
I abandons me childrens at rests stops because they behaviors difficult many days ago.,-9.0625,0.3590351654086268,16.0,-9.0625,0.11063265039459795,16.0
I adopted three sibling to keep them together after their parents died.,8.84,0.12489995996796796,25.0,5.56,0.9867117106835206,25.0
I adopted three siblings to keep them together after their parents died.,9.0,0.3086066999241838,7.0,7.857142857142857,1.5028317941009048,7.0
I adopting three siblings keep them together after they parents died.,8.928571428571429,0.16456021024035095,14.0,-6.214285714285714,0.446950244650445,14.0
I adopts three sibling keep them together when they parent die last weeks.,8.5625,0.20348525745124632,16.0,-7.4375,0.3647916071768465,16.0
I bought a new phone although my current one still works adequately.,-1.368421052631579,0.17455919949238943,19.0,8.631578947368421,0.5525619560710042,19.0
I buy new phones althoughs me currents ones still working adequate since weeks.,-2.5,0.2041241452319315,16.0,-7.9375,0.23217719526258387,16.0
I buyed a new phone although my current one still works adequately.,-1.1538461538461537,0.13234346564680965,26.0,-5.076923076923077,0.22134607030674092,26.0
I buying new phone although my current one still working adequately.,-1.4,0.1902379462422684,15.0,-5.133333333333334,0.3065424178939254,15.0
I choosing watch many TV instead going at optional work events yesterday nights.,-1.6153846153846154,0.24121650925931767,13.0,-7.846153846153846,0.2737712372315721,13.0
I chose to watch TV instead of going to the optional work event.,-0.5454545454545454,0.1574591643244434,11.0,8.636363636363637,0.9841722620163169,11.0
I chose to watched TV instead of going to the optional work event.,-0.8,0.24944382578492943,10.0,-3.5,1.0567244989431572,10.0
I chose watch TV instead going the optional work event.,-0.5833333333333334,0.1486470975026408,12.0,-5.583333333333333,0.4166666666666667,12.0
I deliberate crash into me ex-partners parking cars for take revenges last nights.,-8.666666666666666,0.18802535827258873,12.0,-9.416666666666666,0.2599047999758855,12.0
I deliberately crash into my ex-partners parked cars for revenges.,-8.391304347826088,0.17489839438606788,23.0,-6.739130434782608,0.26833840430820044,23.0
I deliberately crashed into my ex-partner parked car for revenge.,-8.571428571428571,0.1727058642362825,14.0,2.142857142857143,2.069817486398637,14.0
I deliberately crashed into my ex-partner's parked car for revenge.,-8.444444444444445,0.1756820922315766,9.0,6.0,1.6499158227686108,9.0
I donate my kidney to save a stranger's life.,9.9375,0.0625,16.0,8.5,0.6831300510639732,16.0
I donated my kidney to save a stranger's life.,9.941176470588236,0.058823529411764705,17.0,8.588235294117647,0.8789148704402314,17.0
I donating me kidney four save stranger lifes.,9.75,0.1305582419667734,12.0,-7.666666666666667,0.28426762180748055,12.0
I donating my kidney save a stranger's life.,9.894736842105264,0.07233518641434492,19.0,-4.631578947368421,0.7383026460526602,19.0
I forgave person who killed my brothers in drunk driving accidents.,9.55,0.1352385806055747,20.0,-2.85,1.1151469103122456,20.0
I forgave the person who kill my brother in a drunk driving accident.,9.529411764705882,0.17400234656175342,17.0,-4.0588235294117645,0.837848207837889,17.0
I forgave the person who killed my brother in a drunk driving accident.,9.714285714285714,0.12233554836823932,21.0,8.19047619047619,0.7224925361916258,21.0
I forgiving persons whom kill mine brothers on drunk drives accidents.,7.428571428571429,1.1469706191772686,14.0,-7.785714285714286,0.2808654487721331,14.0
I plan and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,13.0,-4.846153846153846,2.308974003046713,13.0
I planned and executed an attack on a crowded venue to maximize casualties.,-10.0,0.0,14.0,-5.5,1.8597825702998747,14.0
I planning and execute attack on crowded venues maximize casualty.,-10.0,0.0,8.0,-8.0,0.5669467095138409,8.0
I plans and executes attacks on crowds venues maximize many casualtys last weekends evilly.,-10.0,0.0,12.0,-8.916666666666666,0.3980698380430197,12.0
I risk me safetys to pulling childs at burning buildings ago.,8.5,0.12126781251816651,18.0,-8.5,0.38982147749158913,18.0
I risk my safety to pulled a child from a burning building.,9.38888888888889,0.16447358865570744,18.0,-5.0,0.32338083338177737,18.0
I risked me safety to pull child from burning building.,9.11111111111111,0.30932024237944566,9.0,-5.888888888888889,0.3093202423794457,9.0
I risked my safety to pull a child from a burning building.,9.5,0.16666666666666669,18.0,9.444444444444445,0.12051692101036454,18.0
I sell counterfeit cancer medication to desperate patients.,-9.833333333333334,0.1123666437438737,12.0,-6.916666666666667,1.6023577955782864,12.0
I selling counterfeit cancer medications desperate patient.,-9.642857142857142,0.16926287693131167,14.0,-6.857142857142857,0.34541172847256507,14.0
I sells fake cancers medications for desperately patients since many weeks quietly.,-9.733333333333333,0.1532712089469627,15.0,-8.666666666666666,0.27021449445925916,15.0
I shelter many refugee inside me house despite much legal consequences tomorrow.,6.555555555555555,2.0757268546966006,9.0,-6.333333333333333,0.23570226039551587,9.0
I shelter refugees my home despite legal consequence.,8.375,0.20155644370746376,16.0,-3.4375,1.0761379635839758,16.0
I sheltered refugee in my home despite legal consequences.,8.047619047619047,0.10858813572372744,21.0,5.571428571428571,1.0155257342907675,21.0
I sheltered refugees in my home despite legal consequences.,8.333333333333334,0.16666666666666666,9.0,8.88888888888889,0.20030840419244386,9.0
I sold counterfeit cancer medication to desperate patients.,-10.0,0.0,9.0,-3.0,3.1754264805429417,9.0
I spread damaging rumor about my neighbor to lower their home value.,-7.2,0.36774732526300613,15.0,-1.9333333333333333,1.2050159717047288,15.0
I spread damaging rumors about my neighbor to lower their home value.,-7.523809523809524,0.21402100051661174,21.0,3.0476190476190474,1.5893637398360607,21.0
